date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2017-09-13,160460,153333,147559,145810,143953,144815,155647,173126,181026,187884,193476,198771,203542,205967,201021,197615,197934,199138,196881,194122,199554,204283,186128,170736.0
2017-09-14,162787,155217,150319,146991,145228,146952,156884,175244,182439,189450,194712,199216,204128,206578,201530,198886,198211,197344,193954,191044,196840,200162,182803,167175.0
2017-09-15,159182,151740,145627,143907,142285,143998,155168,172631,179544,186248,190155,192384,195372,195143,188636,182689,180491,180102,178126,177032,182803,185936,171732,158850.0
2017-09-16,153004,145613,138637,135820,133710,132454,134339,139864,144314,155384,163876,167821,168929,169372,165892,157533,153203,151685,150911,152741,161258,170278,159266,149441.0
2017-09-17,141533,133722,128077,124481,123355,122313,123842,125160,125413,133723,142639,148438,150377,152859,152546,145139,142024,140888,140792,144400,158438,169369,161678,151532.0
2017-09-18,141423,134720,130667,129334,128886,132078,145205,167170,177135,182863,186074,188706,191415,193504,187038,182296,182224,182593,180777,180141,189897,194080,176126,160177.0
2017-09-19,152782,145832,141219,139606,138140,140185,151307,170813,180416,184914,188812,191897,194233,195169,189214,186426,186194,186189,183409,182509,192759,198211,179491,164127.0
2017-09-20,156388,148504,143653,141602,141026,142117,152753,172627,179380,184999,188824,191292,193497,194337,190131,186591,186584,187399,185751,184568,194576,196888,179175,163955.0
2017-09-21,156558,148652,142871,140521,139987,141845,152158,171829,178696,183857,187369,190976,195377,196743,192577,188749,188163,188388,185772,184469,195931,198032,179732,164860.0
2017-09-22,157096,147940,142933,141920,140687,142699,153896,174149,182272,187721,192075,195003,198459,198428,191382,185699,183740,183508,182390,182270,191383,191186,175924,163395.0
2017-09-23,155947,148640,142390,137892,136164,134811,136444,142722,146984,158973,168532,172023,173916,174556,170730,162756,159016,156707,157801,159458,170765,174767,162994,153550.0
2017-09-24,144950,137038,131196,127809,124830,124427,125442,127774,127358,137182,145583,151070,153029,156404,156356,149897,146908,145780,146742,149091,165050,172662,164382,153221.0
2017-09-25,144163,137108,132809,130721,130962,132789,146045,166569,176472,181939,186321,190530,194473,195507,190382,187279,187290,187421,184585,184127,196455,196643,178701,162784.0
2017-09-26,154531,147513,143327,140763,139848,141891,153250,174029,182392,187649,189783,192040,195636,197094,191904,188982,188842,189242,186356,185885,198732,199112,179911,164149.0
2017-09-27,156703,149366,143896,141553,140907,142841,154354,174929,184199,188185,192415,194599,196932,198447,192128,188781,187497,188431,185533,184882,198242,197707,179174,164725.0
2017-09-28,156121,148648,144344,141029,140125,141865,153111,173528,181554,185796,190065,193544,197301,198356,192418,189311,188578,189317,186218,185507,197396,197098,179300,164439.0
2017-09-29,156363,149115,143414,141821,141441,142958,153697,174707,181346,186393,191076,194464,196960,198315,192725,186481,186379,187020,185508,187142,196471,190744,173606,162473.0
2017-09-30,155663,149057,141473,137779,134950,133183,135877,141972,146614,159231,168580,171479,173242,174713,170288,162930,158462,156473,156480,158334,171691,173675,162465,151644.0
2017-10-01,143693,135204,129530,126603,123705,123657,125147,128158,128138,136271,145405,150125,152062,155986,155291,148591,144356,143003,143369,148164,164357,169243,161543,151790.0
2017-10-02,142639,134583,130950,128622,128302,132079,146714,169779,179647,186492,190886,194147,197664,199873,194357,190604,191228,190240,188481,186800,199283,196525,178116,162554.0
2017-10-03,154513,147651,143090,140507,139362,139604,149591,168974,178579,182892,186816,190815,194458,196812,191657,187282,186266,186522,183346,182935,196533,193891,177765,162831.0
2017-10-04,154567,146976,142309,140489,139576,141866,151007,171165,183008,189101,193793,197090,201135,202434,197304,193519,193027,193278,191067,191147,203209,199766,181628,166087.0
2017-10-05,156975,150345,144654,143364,141719,143662,154555,174771,184961,189384,192326,196274,200463,202274,196515,193332,193703,194331,191780,192091,203738,200663,181939,166936.0
2017-10-06,158566,151699,146700,143817,142959,144939,156329,175233,184692,188959,191740,194571,198204,200940,196058,190314,188732,188096,186381,186283,196887,192883,176628,163237.0
2017-10-07,154707,148315,141187,138139,136243,134101,136049,142678,146797,157970,167062,170377,171058,172211,168559,160928,155770,155143,153841,156393,170317,171364,160469,149654.0
2017-10-08,141869,133764,128039,124255,123298,122018,123505,127768,128570,136935,146185,151322,153685,156007,155465,149095,143777,143140,144410,149596,165769,169476,161111,150606.0
2017-10-09,141901,133758,130272,128538,127918,131115,143328,163669,172229,178197,181431,185017,188316,189659,184798,181476,180496,180962,179407,181488,195854,192341,174167,159661.0
2017-10-10,152553,145223,139788,138098,137310,139823,150542,171199,182101,185908,189088,190996,194460,195888,190136,186589,185677,186329,185168,186676,200007,195848,177101,162193.0
2017-10-11,154624,146062,141984,139379,138357,140006,151089,171853,182469,185085,188217,189841,193545,193894,189001,184858,184683,184130,180593,182852,194021,190076,173149,159497.0
2017-10-12,153115,144634,138156,135611,133089,132048,132294,136228,136681,143813,151958,155185,156867,159220,157912,150887,147370,145784,146728,151668,166051,168173,159801,149775.0
2017-10-13,141378,133881,129319,126845,126555,128184,137125,151740,159336,165664,171411,174360,177619,180416,177125,171177,168916,169379,168150,171366,182944,180187,165915,154390.0
2017-10-14,146776,139849,134083,129730,128606,128382,131093,137346,142836,152523,161783,165653,167393,168451,167199,158646,155212,153113,153790,157826,170066,169977,159269,148954.0
2017-10-15,140462,133033,126295,122657,120694,120604,121495,124565,126591,133466,142183,147205,149027,152482,152891,146093,141722,140710,142984,150199,166303,167033,159664,149685.0
2017-10-16,140288,133500,129411,127023,126882,130567,145298,167448,179898,184138,187251,190936,194145,194338,189337,185331,184216,184892,182890,187498,198876,192487,174641,159773.0
2017-10-17,151416,144525,139780,137997,136942,138531,150461,171252,183221,186714,189704,191850,194525,194383,187846,182870,182546,182783,181665,188263,199840,193586,175144,160465.0
2017-10-18,151621,144369,139166,137357,137669,139671,150969,171595,185206,188873,192255,194332,196829,196760,188621,183714,182249,182457,181297,186581,196031,191701,173718,158980.0
2017-10-19,149380,140978,136427,134629,132393,135106,146324,168179,181687,184420,186500,189399,190913,190194,183550,179651,177499,178711,178341,184512,195917,191451,172850,159237.0
2017-10-20,149974,142469,137673,136206,135918,137792,148537,170477,182880,184981,188096,189763,191050,191984,184280,180036,178211,177165,175106,182110,192247,187699,172551,159840.0
2017-10-21,151744,143270,137308,132816,131665,130533,131715,139739,145999,155948,165844,168208,168100,168550,163679,155625,150295,147896,148769,157404,169395,168084,157729,147754.0
2017-10-22,138362,130402,124511,120580,119140,119256,120376,123485,126141,133440,142550,146993,148892,149874,149831,143369,138016,136732,138011,148841,164959,166812,158347,147468.0
2017-10-23,137871,130946,126524,124678,124723,127539,143282,165359,180602,184375,186391,187771,189975,189094,182710,178960,177138,176802,176025,185104,197366,193128,174946,159714.0
2017-10-24,149677,142725,137670,135972,134731,137067,148727,171672,184916,187513,189223,189516,191434,191695,185874,181825,181132,180645,180255,189148,201009,195645,177652,161886.0
2017-10-25,153054,144759,139419,137487,137193,139298,150754,173910,187168,188957,190304,190280,193440,193391,187342,183811,182367,183055,181377,189772,201238,196005,177376,161937.0
2017-10-26,152216,144056,138265,136010,135825,137722,149544,170694,184482,185143,186407,186821,189956,191136,186410,182295,181918,182233,181212,189830,200799,194560,176874,162038.0
2017-10-27,153066,145225,139639,137486,136810,138592,149825,171387,184893,185921,186814,186741,189393,191672,186482,179434,177483,177598,175784,185121,192179,186151,170442,157238.0
2017-10-28,149578,141914,135690,132126,129591,128251,129982,136717,145075,154357,162881,163308,164500,165004,161179,153279,148702,146556,146922,157291,167093,165967,155578,145538.0
2017-10-29,136815,128469,242626,116974,116197,116223,118416,121082,126951,137387,142863,144689,144785,147525,146590,140397,138418,139665,147941,158558,162055,160913,152788,141529.0
2017-10-30,132777,127477,123043,122541,122622,126945,141677,162713,174795,181691,183715,185871,187934,188569,183244,178303,177989,179541,188630,195624,196836,189798,172194,157121.0
2017-10-31,148241,140933,136866,135070,134637,138057,149823,171082,182200,187542,187979,189462,190749,190758,184982,180851,179103,180028,189387,195904,193016,185341,169906,156870.0
2017-11-01,148097,141007,135530,132880,129635,128572,128413,130399,133091,143509,150233,152850,153414,154648,153308,146334,141598,141152,152776,162345,166901,165171,156910,146325.0
2017-11-02,137217,130126,126610,125529,126475,129858,144893,165265,177429,183822,187006,188972,189506,188793,184573,180584,179821,181747,191979,196848,196910,188912,173180,158174.0
2017-11-03,150215,141716,138273,136685,135374,137490,149489,170753,181747,189154,190917,191517,193011,192628,185593,180303,177750,179370,189320,193048,191066,185196,171001,158346.0
2017-11-04,150171,142295,136264,132696,131108,129874,133099,137974,145682,158044,167346,169715,169231,170262,165664,157785,152003,151457,160471,167530,168806,166790,157732,146596.0
2017-11-05,136422,128887,123789,120711,118180,118292,119525,122748,124852,135111,144168,148696,149012,151174,151041,143932,139415,139039,151040,161195,166488,166002,157819,147436.0
2017-11-06,136598,129075,125413,124977,125589,128687,143236,166190,178682,185150,187489,188612,189070,189673,184816,181441,179211,180357,192070,199528,200807,195179,177953,161234.0
2017-11-07,151627,143197,139620,137895,137465,139337,152029,173723,185527,191175,192965,193337,193618,193595,186812,183753,181475,183975,196489,203307,205919,199154,181722,166373.0
2017-11-08,154749,146347,140999,138782,137433,140538,153498,176009,187869,194763,195838,196501,196186,197557,192353,187976,186649,188494,200669,206408,208155,201830,186208,169103.0
2017-11-09,157957,149261,142779,140863,138680,141120,154020,174419,185845,192501,194506,195259,195478,196687,190151,185950,185155,187749,199870,207008,208346,203212,187537,170093.0
2017-11-10,158701,149931,143448,140744,140134,143471,157531,181292,194468,200672,202639,202155,201640,200196,192514,188111,185582,187400,198344,203006,202133,197515,184123,170825.0
2017-11-11,160086,150279,142508,138663,136087,135866,138397,145594,153287,168432,176563,178178,176119,175831,171422,163753,158678,157543,170914,177947,179781,180200,171317,160279.0
2017-11-12,149224,138429,131734,127544,125593,125180,126917,129475,131359,142604,152584,156138,155743,156983,156051,149672,145755,146913,161145,170769,176360,177227,169474,157423.0
2017-11-13,144500,136446,131769,128845,129503,134071,150149,175036,189262,196282,199992,199404,198825,198723,192484,188881,188510,191048,203784,209913,212083,205846,189555,173326.0
2017-11-14,160362,150956,145005,142228,141255,144263,159456,184109,198038,204057,205721,205157,204393,203399,195705,193131,191372,195283,208502,215634,218258,211832,193285,175030.0
2017-11-15,161778,152022,145704,143026,143058,145944,162080,187090,202374,209243,211046,211499,208936,208433,201382,197669,195003,197871,210478,216498,218725,211225,195247,177397.0
2017-11-16,164521,154024,148669,145287,144038,147465,162873,188399,202424,208507,210400,209375,207389,205548,199642,196087,194595,197200,210475,216233,218383,211422,194375,176734.0
2017-11-17,163174,153332,147008,143926,143850,146604,160788,189028,202299,208177,208713,207293,205532,203943,196219,192241,189983,192312,204085,207904,208239,202696,190186,175853.0
2017-11-18,164261,153580,145035,141011,138701,138252,141265,149747,158183,173020,181514,181467,178321,177085,173828,167046,162442,164913,178547,183938,186447,184372,175672,164276.0
2017-11-19,151785,141373,133532,129375,127416,127166,130089,132813,135758,147533,157311,160742,160719,161694,161171,155521,151659,152511,168812,177847,184487,184186,177646,164126.0
2017-11-20,150371,140284,134371,132316,133318,137543,154921,182716,200302,206882,210016,208948,206646,204593,197397,193667,192051,195684,210248,215186,216015,210723,194545,176674.0
2017-11-21,162861,152308,146472,144353,143907,147064,160329,186866,202730,209167,210925,208582,207266,204776,197945,194817,194361,197508,211497,217537,219174,213765,197448,178464.0
2017-11-22,166552,156029,149659,146693,144874,149090,165178,191017,206511,211248,212893,211667,209959,208417,200443,196441,195081,199375,213067,217339,219205,213600,196615,178273.0
2017-11-23,165678,154832,148498,145597,144927,147686,161743,185728,200179,205381,206837,206051,205051,203601,196283,191850,192500,198032,210895,215640,214744,209927,194600,177272.0
2017-11-24,165056,154245,147800,145285,144755,146935,160614,186079,199828,203295,206247,205751,204473,202981,197078,193232,191003,193968,205535,206058,205595,200706,188726,175481.0
2017-11-25,164471,153427,144781,140308,137723,137232,140470,147582,155779,171178,182204,184010,182129,182264,177969,171223,166502,166880,179086,182972,184968,184394,176513,164504.0
2017-11-26,152606,141484,132968,129435,127556,127359,128886,133253,136336,148658,159880,163732,163096,164084,163571,156685,152257,154755,170187,178733,184953,185762,178582,164823.0
2017-11-27,150953,140607,135441,133419,133233,137859,155434,184205,202593,210824,215103,214441,211922,210277,204299,201078,200033,203782,215916,220060,220896,216030,199575,180851.0
2017-11-28,166245,155377,149106,145932,145575,149253,163106,191034,208153,215249,218502,217983,215727,214407,208266,204565,204595,208472,220287,222828,223420,216699,199774,181491.0
2017-11-29,166795,154870,148287,146379,144959,149170,164058,192595,208807,215366,219962,220486,219266,217926,210160,207120,204762,208829,220349,223527,224694,217243,200872,182118.0
2017-11-30,167190,155995,148865,146063,146251,149449,163998,192222,209825,216138,220150,218287,215898,214549,207678,205449,206156,210439,223764,228130,230231,222930,207505,188216.0
2017-12-01,173114,161234,153298,150017,148834,152215,166518,195662,212231,219089,222024,221347,219271,219626,213515,210519,209752,212087,222727,225211,224869,219665,206107,190671.0
2017-12-02,177457,164838,155384,150340,147613,147300,150582,159520,170153,188323,201874,204324,201311,200575,196719,190165,185145,186367,199029,203043,206848,205074,196190,184114.0
2017-12-03,168442,154067,144187,139109,136397,137042,138653,143998,149009,163106,176305,181587,180554,182409,182820,176201,172855,175311,191104,200305,206199,207766,199265,182382.0
2017-12-04,165163,152391,144981,141743,141439,146434,163902,194753,215583,225230,229376,228315,226091,225720,218874,215291,214946,219133,230416,233891,235096,231556,214903,193354.0
2017-12-05,176629,163175,155731,153052,152524,155666,170706,200939,219779,228535,231047,229212,225627,224067,216436,213869,212890,216716,227957,230435,230422,226965,213445,196006.0
2017-12-06,180546,166484,156838,152310,150464,149727,154130,162550,168705,181224,192459,196184,194340,194648,191508,184778,181209,182705,197084,202958,207691,207505,199893,185160.0
2017-12-07,169035,155427,147509,143784,142794,145047,155428,173299,187725,202021,209310,208235,204143,203975,200513,195855,194132,198989,209946,212463,212539,210634,199903,184834.0
2017-12-08,170716,157076,147707,141628,139631,140523,144451,152038,157767,169903,182448,186987,185167,185869,183508,178216,174819,176979,187300,191528,195184,195807,191013,179157.0
2017-12-09,164727,151900,142595,136609,135276,136157,140468,148457,156158,170861,184493,187334,184406,185533,184165,179274,175964,177644,189173,193057,196272,195671,187710,176087.0
2017-12-10,162105,148656,140280,134550,131851,131688,133970,137669,141947,152974,165798,171966,172936,176404,176190,169805,167226,169257,181230,187642,193457,193070,185592,171738.0
2017-12-11,155466,144479,137171,134143,134478,137948,154887,184096,205368,213126,218707,220509,219324,219274,212046,208643,207411,209928,219764,222449,223280,220184,204485,184684.0
2017-12-12,170157,156925,149173,145556,145622,148791,164466,193375,211929,218759,222272,221437,218199,217327,211466,209294,207852,210968,222847,227242,228482,225379,209410,189397.0
2017-12-13,173950,160581,152261,149057,148606,151736,166962,196123,216262,222114,224274,223186,222131,221620,215503,213346,212256,216383,227309,230301,230998,227158,210744,190632.0
2017-12-14,174151,160755,151840,149688,148762,151461,166321,194080,213210,218134,220537,220158,218560,217335,212038,208845,208716,213736,223097,225106,225787,222034,207016,187567.0
2017-12-15,172688,159451,150692,147217,146948,150000,163898,190577,208139,212338,214741,215259,213311,212512,205046,201377,201135,204968,213824,214469,213899,209449,195822,181191.0
2017-12-16,170413,158516,149052,143894,140625,140197,143993,153338,163763,179158,190321,192587,189232,188031,184739,177313,172947,174780,189678,194178,198045,197609,188806,177426.0
2017-12-17,163984,150142,140103,134856,131786,131935,134989,139489,144953,156408,170768,175566,175163,176575,176055,169652,166302,168384,184419,193239,199920,202520,194746,180720.0
2017-12-18,162717,149171,142514,138568,138502,142939,160484,191381,213227,221619,225768,225005,222570,222341,215477,213619,213473,216914,228178,231401,233402,229036,212950,192076.0
2017-12-19,176047,161614,153304,149206,148163,151200,166477,195901,215020,221459,223939,222113,218801,217541,211703,209165,208275,212128,223788,228654,230254,227440,211554,191442.0
2017-12-20,174529,161174,152498,149682,148867,152781,167516,196727,217564,223200,226179,224307,221676,219536,213166,209473,208465,211471,223608,227276,228605,225715,211081,191788.0
2017-12-21,175719,161664,152475,148773,148364,151307,166563,193553,213866,220905,223582,219602,214635,212514,206107,202197,201375,204823,216819,221711,223201,220268,208025,189593.0
2017-12-22,173601,158006,149954,145959,145035,148312,161733,188142,208819,215388,217996,214567,209191,206266,198980,193511,192474,194581,206380,209751,210450,206864,196653,181721.0
2017-12-23,166964,152814,142171,137088,134319,133628,137241,145981,155919,171194,183776,185667,181651,180315,176839,171889,168102,169103,182252,187380,189798,189839,182960,171051.0
2017-12-24,155769,142587,132285,127111,123981,124102,125795,131343,138319,152921,166843,171289,168500,168126,165541,158795,155662,158101,175749,180918,176153,167165,153830,147943.0
2017-12-25,143298,136467,127737,120470,116054,115224,116919,120128,121640,128392,142255,151841,154832,155683,151807,141342,138312,141050,154009,160609,165681,168268,165690,155103.0
2017-12-26,141027,128629,121294,117548,116235,119306,129897,145569,161882,177022,187681,191954,191350,193513,189899,181962,180336,182589,192648,194416,195875,195897,186247,170269.0
2017-12-27,154507,140556,132588,129060,127115,130103,140507,159535,176185,191724,200394,202247,200660,201349,196081,189874,189102,191347,201026,204012,204383,201772,189613,172921.0
2017-12-28,157649,144238,134514,130366,128685,131243,142011,161206,177775,191499,198866,200358,197764,197547,191792,185659,184802,186594,196822,198514,198169,195919,185077,168822.0
2017-12-29,153819,140865,132799,128640,127523,129785,140871,157945,173058,185903,193556,194810,190792,190259,184948,178251,175840,176889,186847,189819,190475,187685,178531,165515.0
2017-12-30,152507,140647,131552,126640,124104,124061,127960,136243,145521,156725,168697,170930,167721,167138,165560,159123,154934,155192,168573,174042,176053,176189,170474,159328.0
2017-12-31,146695,134076,125382,119885,117353,116757,118500,123329,128262,138150,152046,158707,159089,160375,159728,153144,150025,151850,167337,174622,172330,164503,151130,142782.0
2018-01-01,136969,132750,124299,117685,113498,112185,113003,115411,114391,116770,125441,133978,137896,141559,143877,136257,132929,134800,149888,158410,163438,165400,162544,150326.0
2018-01-02,137130,125768,118647,115834,114955,119195,135345,156626,175445,188519,198205,200516,199228,199054,194010,188417,186693,188537,198361,201916,202884,201806,189736,173505.0
2018-01-03,160454,148417,139370,135398,134473,137621,149148,168541,184017,195773,202726,203547,201174,202338,196260,190068,187146,187952,197964,201885,203120,201086,190567,175096.0
2018-01-04,162778,150562,142130,139006,138082,140468,152051,171426,185233,194729,200182,201391,200100,199945,194776,190270,188019,187910,197154,200493,200562,199239,187472,172936.0
2018-01-05,161325,149992,141869,138299,136866,138340,147608,166292,178724,188920,195456,197856,196188,195828,188581,180911,177457,177194,183130,183363,183941,183111,174791,163631.0
2018-01-06,154081,142702,134418,128575,126586,125961,126740,130836,134416,144085,158448,165187,166139,163545,161572,152621,148910,150444,161920,169974,174029,176498,174199,164750.0
2018-01-07,153823,143048,133612,127938,125825,125996,127882,132877,137575,146300,160890,167863,171432,176358,178386,171467,167090,167747,182048,189710,196794,197551,189662,175007.0
2018-01-08,158133,146561,139031,136679,135755,140581,158760,189138,210747,220074,225719,225836,223855,223515,215872,211614,210204,212274,222256,228241,230408,226915,210855,190044.0
2018-01-09,174422,160975,152701,150258,148564,152533,168018,197272,218461,226622,231751,232266,228556,230402,224739,222395,221586,220935,230764,235756,236991,231249,213592,192560.0
2018-01-10,175322,161183,152982,150423,149476,152878,166459,195588,216193,222835,227145,226429,223763,223645,216739,212537,210696,211765,220810,228190,230165,225734,208782,189419.0
2018-01-11,173994,160572,151989,148596,148528,152237,167072,194467,215421,221090,224673,224297,221870,220864,214243,210471,209525,210887,220969,229037,231030,227423,211403,191586.0
2018-01-12,176340,163227,155520,151517,151211,154728,169509,198633,219656,226168,229976,228536,223932,221428,213843,209147,206696,207700,218971,224986,224770,222066,208651,192978.0
2018-01-13,179589,164436,154114,149828,146636,145794,149148,158206,169288,184563,199283,203710,202974,204104,201824,194267,188349,186718,195256,202128,203606,202920,194700,182415.0
2018-01-14,168603,154374,143988,138039,134583,134008,136608,141569,146215,157204,173333,181834,183772,187782,187817,179498,172455,170466,183386,195470,201584,203950,196818,181335.0
2018-01-15,163982,150313,142783,140332,140576,144797,162310,193862,217617,225992,231177,230691,227567,225633,218523,214814,212271,213870,223025,231909,233703,229790,212340,191910.0
2018-01-16,175391,162633,153613,150182,149312,152231,167942,197620,218204,224095,226722,224769,221075,219909,212339,208735,206894,206881,216562,226762,229994,226580,210269,189253.0
2018-01-17,173776,160651,153015,149572,149602,153495,167855,195638,214898,219662,222321,220328,217135,215581,208146,204320,202171,202192,210928,222316,225577,222428,205853,186865.0
2018-01-18,171660,160367,151947,148633,148620,151024,165778,194408,213551,218679,221669,219017,215668,212720,206017,203953,203304,203484,213116,223166,226001,222259,207102,187317.0
2018-01-19,172975,160258,152627,148164,147962,151678,166944,194400,214490,220016,223398,222452,218974,217522,208201,201599,198361,197311,205227,215523,216359,212889,200100,184557.0
2018-01-20,172440,159669,150495,144511,141166,141404,144122,153997,164058,177934,189592,191847,188209,188211,184432,177069,171170,170726,179126,190377,192467,191375,183742,171982.0
2018-01-21,158446,145959,137134,132143,129461,129908,131975,137478,140777,151004,163978,169706,168479,167867,167906,160211,155363,153235,163720,179058,186231,188627,181859,168207.0
2018-01-22,153168,143056,137858,134960,134626,139920,155840,184708,203848,209903,212860,210854,208331,206652,200750,196790,193484,194071,201156,211878,215325,211696,197301,178614.0
2018-01-23,165769,155765,148172,145280,144704,148159,161693,188811,207013,211382,214112,212639,209256,207420,200211,196035,193922,193704,201347,213607,217752,213486,198230,179309.0
2018-01-24,167573,156081,148095,145394,143792,147020,162286,189482,207486,212463,213199,211426,208518,207027,200966,197369,195850,196370,204405,216629,219711,215290,199449,181537.0
2018-01-25,168081,156649,148553,145808,144378,147598,162545,188929,206273,212066,214828,214774,214496,215520,209167,206034,205553,207967,210643,216896,220629,216165,200570,181678.0
2018-01-26,168213,158341,150972,148351,147575,150912,165224,191908,210802,218480,223182,223349,221417,221064,213303,208359,205869,205483,209713,220734,221518,216838,203261,187974.0
2018-01-27,175050,161350,152111,147084,144558,144146,147420,155555,166321,181908,195460,197297,193242,191968,188229,181333,175233,175442,182518,194084,196742,197007,189451,177310.0
2018-01-28,163699,150596,141706,135985,134023,133652,134710,138218,142728,156184,170167,176831,175805,176956,177046,168946,164283,162601,171358,186752,194345,195715,189600,175016.0
2018-01-29,158300,147051,140017,136690,136263,140655,158308,188305,208126,215718,219652,218322,214817,212908,206200,201604,199161,198523,204581,217876,221536,217490,201025,181739.0
2018-01-30,168145,155993,149015,145921,146219,149362,164376,193672,211802,217258,219581,218691,214556,213278,207133,202890,200516,200501,207074,220281,223982,220581,204208,183981.0
2018-01-31,168908,157485,151051,147929,147355,150334,164393,192286,210798,216783,219217,217021,213910,211826,204776,200661,198715,199099,205239,218623,222694,219384,204078,183858.0
2018-02-01,169537,157806,150860,147972,146961,150714,165287,193735,211524,217597,220218,220606,219774,220511,213704,211123,209818,210390,215539,227136,230047,225319,209258,189621.0
2018-02-02,174298,161218,154118,151834,150637,154148,167957,197223,215188,223925,229019,228234,226652,225255,216541,211680,209937,208420,211914,224451,225887,222066,208396,191637.0
2018-02-03,178579,165883,155797,150471,148182,147496,150276,158937,168885,186026,200162,201764,198458,197316,192694,185333,180000,178349,185537,200058,203836,203707,195595,182980.0
2018-02-04,167356,153656,143358,138102,135012,135103,136437,141841,146355,159934,175424,184215,187851,192293,192788,182746,177683,175743,183682,198194,206216,207112,199052,182018.0
2018-02-05,164319,151549,144312,141567,141028,145848,163993,194670,217494,229293,235726,236384,233126,234227,224433,221776,222355,222293,224273,236375,240324,234850,216679,194904.0
2018-02-06,178680,165210,156171,152589,151429,155323,169948,199758,220676,230310,236036,231549,232212,229617,221078,218905,216457,218370,223759,237515,241271,237606,219969,197051.0
2018-02-07,179155,165186,156572,153688,152977,156104,171608,202141,222990,231480,236592,235685,233277,232551,225979,222655,221177,220815,224775,238945,243681,239958,222257,200045.0
2018-02-08,181989,167727,159744,156178,155342,158446,173673,204624,225845,234902,239568,237956,234536,234089,227525,224413,222921,223005,225843,240871,244191,239829,224259,202644.0
2018-02-09,184666,170055,160741,157706,156490,159589,175211,205598,224764,233980,238733,237740,235505,233447,225738,219802,216794,216941,219629,232731,234636,230848,216622,199041.0
2018-02-10,185244,170975,160176,153951,151183,150395,153588,162659,172274,190628,205837,208888,204418,203130,199038,191224,185384,183394,185935,201534,206844,207940,200300,186699.0
2018-02-11,172475,157793,147004,140322,138004,137035,139994,144369,148491,162191,175571,180933,179232,179981,179397,171256,167132,165245,171303,189671,198995,201699,195469,180746.0
2018-02-12,162878,151172,142842,140776,140914,144291,161582,190035,209037,220414,227111,228812,227577,227258,221289,216193,213913,212986,213727,228382,232543,228682,212727,191906.0
2018-02-13,176773,163608,154889,152574,151497,155249,170720,199795,217213,226998,231400,230382,227405,227670,220458,217248,215619,214750,216231,230862,235714,231868,215239,193655.0
2018-02-14,178827,165085,156698,152623,152602,155652,171222,199213,216197,225129,228917,228668,225143,223985,216676,213513,212782,210884,211332,225587,230056,225335,208738,191186.0
2018-02-15,175659,162777,154340,150944,150086,153732,168289,194415,210462,217902,219798,218538,216226,214927,208875,203827,201716,201883,202675,217959,223339,220730,205797,187000.0
2018-02-16,173327,160898,153256,149947,148741,151581,166317,192650,207145,214936,217511,216200,213242,211015,203422,198233,195899,194032,194192,208689,212908,209996,196936,182134.0
2018-02-17,171329,158986,149261,143516,140134,140286,143792,152433,160016,177434,188196,190801,187131,185686,182534,175385,170033,168911,171109,186520,192772,192457,183673,172900.0
2018-02-18,159933,148151,139308,134266,132206,131425,134415,138497,141673,154514,166275,171704,170329,170063,169778,162884,157491,156705,162450,181270,191670,192860,185923,170809.0
2018-02-19,156055,146500,139214,137517,137419,141708,158656,188559,205068,213271,216470,216239,214416,212489,205294,201415,199219,198334,200532,215370,221453,218306,201480,182509.0
2018-02-20,169131,158072,151114,149111,148221,151513,165510,192568,207352,213810,213813,213076,210967,209849,202694,199181,197417,196604,197023,212280,220183,215335,199595,180972.0
2018-02-21,169069,156912,150399,147942,146996,149992,165568,191991,206413,213301,215193,213691,212061,209249,203464,200667,198796,199244,200121,216109,223057,220773,204519,184773.0
2018-02-22,171832,160144,152752,149837,149189,152013,166995,194758,211623,220206,220918,218394,215499,215014,208504,204261,201926,200956,202695,218784,227551,224269,208736,189052.0
2018-02-23,174209,162180,155164,151808,150525,154197,169506,197462,214792,224704,226554,224861,220973,219209,210975,205682,203901,201429,200839,216143,221861,219351,205134,189571.0
2018-02-24,176257,163319,153917,149292,146608,146407,149493,158784,168285,186287,197667,198466,194664,193079,187626,178950,174088,171634,173707,189855,198953,199138,191350,179693.0
2018-02-25,165202,151840,142747,137224,134828,134899,137830,140939,145337,159797,172676,176140,173456,172815,172017,164423,159034,156332,160456,179950,194865,198092,191738,175865.0
2018-02-26,158642,146979,140677,137932,138903,143328,162666,190537,210588,220855,223235,221230,216651,216351,210208,206378,205435,205800,207965,222582,229432,225048,207733,187623.0
2018-02-27,173154,161515,153757,151349,150150,153394,169060,197195,214274,226877,232563,234353,231742,232111,225511,219598,217076,216878,216445,229663,235969,229831,212188,192176.0
2018-02-28,176203,162921,155982,153204,151666,155079,168496,191038,206669,216973,224774,228310,228476,228355,220702,217695,212954,214213,214443,223298,228651,224109,207907,189068.0
2018-03-01,174670,162165,153900,151272,149528,153785,168350,193892,211779,221333,227283,224377,226023,222317,212021,209970,209503,210304,211107,222876,230153,224393,207282,188000.0
2018-03-02,174397,161045,153315,150225,149697,152613,167022,192734,211482,221034,223772,224190,224352,224946,216277,211429,209982,208839,208149,216522,223225,218370,204915,188029.0
2018-03-03,173685,160528,150345,145004,141936,141449,144365,150890,160303,178136,188981,191795,188935,188341,184369,176933,172149,169942,173129,186062,191926,191995,184725,171744.0
