date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2018-07-07,167273,158651,150967,144693,141915,140346,139679,142334,152375,165804,176949,182711,186642,188495,186800,181172,177002,174905,173452,173381,173568,174901,174631,166443.0
2018-07-08,156298,146912,139288,133415,130868,129741,128925,126476,132149,143214,153276,159698,164455,168775,171351,167681,164164,162305,162643,164104,166777,171009,178844,171477.0
2018-07-09,158544,148214,141793,138496,137113,139207,152100,167223,183672,198021,208729,215384,221580,226013,222827,218943,218100,218193,215022,209985,206012,202593,199033,185364.0
2018-07-10,175244,164951,156647,152660,149744,150482,159867,173567,187808,202482,210576,215647,221567,224767,223067,219157,218660,217841,214586,211205,207585,203316,199959,185427.0
2018-07-11,175287,165164,157010,153413,151390,152560,161162,175257,188993,203304,211940,216798,223260,225009,221812,217111,215686,214701,210304,206097,202989,199394,195657,182175.0
2018-07-12,171695,161117,154739,151747,150375,152165,160885,173016,186914,199393,206799,211357,216216,218752,215634,211868,212636,212685,208778,204520,201548,198695,195714,183585.0
2018-07-13,175015,164361,157059,153502,151628,153303,162722,175221,187886,200767,208658,213192,218268,220378,214680,209378,207660,206387,203093,199846,196723,193017,189116,177062.0
2018-07-14,169725,160331,152548,147377,144050,142128,142365,144218,153584,167776,179666,186193,189145,190457,187588,183003,178772,177768,176021,175727,175993,176164,176567,166149.0
2018-07-15,157111,148283,140149,134290,131359,130128,129612,127178,132947,142245,152551,159313,164143,167611,169602,165625,162741,161996,162053,162644,164548,169274,175592,167072.0
2018-07-16,156520,147562,141262,138907,137691,140179,151909,165513,180270,194060,200924,204829,209554,211288,207789,203588,202754,203763,200945,198390,195999,193937,191600,178361.0
2018-07-17,169248,159930,152414,148596,147247,148566,157677,169608,183676,197749,206783,211088,216490,219730,216642,212736,212057,211446,207960,205284,201428,199705,196578,182861.0
2018-07-18,172732,161796,154405,151060,149561,150928,159465,172513,186139,200471,208947,214708,219304,222989,219153,215148,214273,214087,211076,207176,203649,201540,198512,184633.0
2018-07-19,174591,164148,156470,152467,150249,151787,160550,172899,186602,200401,209347,213828,220386,223462,220166,215314,215439,215039,211332,207546,203566,200991,198237,184098.0
2018-07-20,174279,163714,156433,152868,149874,151234,160498,172413,185737,200198,208651,212690,217617,220337,216582,210900,208842,206982,203114,199370,196210,193396,189910,177387.0
2018-07-21,168907,160001,152001,147169,143697,141775,142404,143083,151298,165299,176482,182081,184707,186173,183720,178518,174016,172547,170343,170111,170468,173131,172840,163074.0
2018-07-22,153512,144937,137321,132586,129808,128081,128163,126194,131172,140003,148571,154903,159557,164142,165791,162198,158482,157253,156595,158834,160249,165585,173135,165822.0
2018-07-23,155137,145580,138919,135738,134667,137845,149818,164183,178419,194251,203995,210110,215583,219874,216833,212752,211856,211146,208485,204971,201026,199805,194369,181158.0
2018-07-24,171236,160866,154146,150526,148750,150384,159749,171192,184579,199488,208785,214482,219660,222925,219904,216346,215446,215352,210570,206692,202242,200255,196716,182306.0
2018-07-25,172195,162185,153818,149924,147683,148528,157599,168583,180724,194571,203735,208561,213750,217168,214437,213161,212174,211489,208292,204360,200323,198985,196108,182885.0
2018-07-26,172164,161937,154263,150272,148834,149425,159298,171392,183516,198207,207399,213535,218710,222059,218987,215171,214893,215052,211696,208366,203618,201517,197496,183848.0
2018-07-27,174233,163836,155417,151780,149393,151133,160556,171745,184257,198126,207708,213897,220443,223514,219505,215064,212810,211003,207483,204745,200028,196395,190598,178720.0
2018-07-28,172523,163014,154023,148601,145345,143523,143850,144363,153381,166943,178392,185582,189586,191712,190748,187258,183057,180798,178769,178843,178338,179944,179876,169303.0
2018-07-29,159126,149043,140988,136393,132509,130850,131629,129254,133811,144305,153577,160341,164180,168160,171555,169490,166517,164277,163790,165059,165879,172892,180382,171099.0
2018-07-30,158071,148198,141235,138360,136676,138466,150817,162992,176226,192107,202481,208961,214316,218361,216408,212488,211528,210864,208181,204209,199159,198606,195326,181199.0
2018-07-31,171490,160607,152770,149136,147085,147852,157353,167810,178841,193569,204178,210819,217567,221804,219179,215480,214274,213162,208852,205318,200899,201524,198692,183729.0
2018-08-01,174624,162735,154818,150171,148652,148982,158113,169394,184915,199566,208923,217740,224757,228939,227723,224972,223109,220971,217967,213092,208259,208890,206546,193478.0
2018-08-02,179755,168259,159159,153831,151342,151779,160959,171709,187229,202753,213947,221952,229301,236027,235877,232415,230415,228312,224502,220767,216233,216177,213143,200202.0
2018-08-03,186937,173280,164851,159207,156801,157076,165456,176719,191096,206658,217454,227372,235088,238669,236632,232128,230773,229110,225256,221162,215500,211199,207622,196910.0
2018-08-04,185139,173225,162974,157784,153238,150082,150465,150469,157298,171361,184008,189721,195406,200722,203093,201589,198249,195339,192482,191976,190511,193778,192738,181767.0
2018-08-05,171712,161707,152590,146934,142429,140070,139665,136480,139849,150309,160360,169703,175878,182362,186421,185920,183219,180857,178901,178237,179481,186442,192577,183681.0
2018-08-06,172554,160862,152188,147986,145532,146807,156500,167623,182345,199097,210652,219384,226659,232769,232782,230019,229359,226474,220995,215561,211147,213542,210686,197434.0
2018-08-07,184480,171660,162236,154269,151979,152692,160756,171500,185259,201642,212011,219287,224032,229528,230536,227143,225187,223007,216975,211955,207702,207196,202196,189533.0
2018-08-08,177362,166068,156942,153036,150330,150589,158054,168939,182089,196431,205229,212562,218662,224391,223791,219611,218289,215986,211534,206391,202084,204198,198933,184249.0
2018-08-09,173315,163417,154689,151041,148243,148585,157474,167178,179083,193355,201261,206989,211478,215838,214551,208602,205670,203924,200195,196592,192734,195448,191469,177924.0
2018-08-10,167681,156553,149694,145686,142588,143537,151162,160187,171765,184350,192662,198325,204030,208316,205980,201338,198674,198143,195925,193097,189025,191634,186818,175454.0
2018-08-11,165212,156341,149077,143900,140034,138999,139754,140815,147422,161004,171705,178161,183218,187276,187840,184286,181100,178363,177866,175880,176463,182436,180301,169362.0
2018-08-12,160315,151760,143963,139061,135967,134403,134530,132652,135145,144295,154427,161416,166144,171306,174050,171980,168835,166316,165636,164826,165014,174297,176776,167684.0
2018-08-13,157694,147340,140848,137192,135126,136410,144104,154365,165350,178945,188611,194808,200882,206130,205856,201613,199916,199085,195853,193096,188909,192575,187052,174642.0
2018-08-14,163041,152727,144711,141426,138596,139167,146653,155062,165600,178877,187054,192986,197081,201590,201158,197563,195471,194304,191961,189042,185777,188854,182853,170257.0
2018-08-15,161164,151589,144065,139088,135748,133928,134982,134606,137654,147364,154806,161575,165035,169559,172764,170209,167710,165396,165110,165080,165576,174700,174424,165597.0
2018-08-16,157996,148224,141214,137232,135338,136971,145218,154604,164886,177111,185605,191504,195913,198816,196981,193114,189979,188224,185135,182594,180447,186588,180076,168425.0
2018-08-17,158048,148146,141277,137234,135610,135777,142755,150633,161573,174084,182097,187714,191079,193376,190449,184599,182819,181780,179972,177920,177542,183436,176205,164726.0
2018-08-18,156339,146936,137825,134114,131672,129426,131809,132308,136556,148627,158935,164520,167677,170802,170812,166012,163360,161308,160316,160260,161923,171413,167176,157804.0
2018-08-19,148852,140750,133256,128158,125193,123720,124776,123759,125326,135263,143004,150226,154234,158620,161978,159710,156173,154432,153488,154725,156601,167971,169589,161557.0
2018-08-20,150953,141667,135299,132258,130798,131810,140717,152029,164068,178945,188261,194769,200743,204860,203528,199906,198464,197347,194447,191861,191280,196680,189252,175713.0
2018-08-21,163872,153211,146636,142435,140178,141688,149606,160473,170617,184699,194885,201715,208537,212447,210578,205769,204297,203815,200478,196405,192972,200363,191890,177878.0
2018-08-22,167272,156013,149384,145244,143257,143697,151672,163409,174253,187971,196403,204190,209918,215096,213497,209421,207962,206496,202623,198354,195341,202646,192673,178768.0
2018-08-23,168737,157774,150295,146600,143877,144558,152957,164136,174200,188234,196058,202577,208686,213864,212373,207788,205902,203381,200381,196689,195738,202371,192940,178307.0
2018-08-24,168162,157178,149774,146411,143893,144405,152014,162591,172358,185298,193754,200600,206428,210978,209574,205263,203662,201917,199197,195180,192881,198158,188007,176601.0
2018-08-25,167195,158132,149637,143997,140708,138164,139651,141432,145463,157329,167587,174513,178195,182084,181897,178099,174080,172225,169991,168578,169023,178877,171867,161649.0
2018-08-26,153726,144708,137622,133907,131021,129466,129643,129129,129647,138905,147185,153562,158123,162137,164936,162377,159640,158283,157457,158635,161993,175105,175263,166571.0
2018-08-27,157502,147996,140462,137346,135614,138218,149525,164379,176090,189843,199912,207101,213487,218446,217342,213811,212414,211676,208466,204681,202545,210515,198899,184877.0
2018-08-28,172435,161583,153731,150363,147639,148936,158836,172158,184576,198977,209089,215891,218352,219900,220092,216578,215873,214171,209700,205301,203617,210086,198603,183840.0
2018-08-29,172222,161446,153691,150735,149176,149781,159448,172427,184759,197362,206894,212952,218427,221819,218760,212754,211733,210946,207259,204091,202402,207732,195936,182179.0
2018-08-30,170458,160847,153257,149967,148537,149791,158797,172450,183421,195573,205578,211829,217326,221017,218858,213243,211524,209907,207067,203188,202398,208332,196301,182708.0
2018-08-31,170844,160941,153673,150648,148080,149308,158861,172808,183009,195214,202276,208385,213799,218372,215258,209235,207875,206153,202658,199508,197343,202258,191372,179004.0
2018-09-01,169146,159784,151650,146506,143387,141497,142813,145367,149509,161791,173897,180462,184142,188917,189791,185860,182711,181188,178605,176568,177736,186056,177901,166905.0
2018-09-02,157587,149121,141853,137574,133945,132596,133807,133874,133851,143974,153702,161710,167330,174221,177131,175307,172398,170773,170349,170188,173231,185217,181246,170792.0
2018-09-03,159796,150577,143238,140162,139263,141824,154853,172586,184724,198033,207410,209770,215794,221828,218887,214682,213886,212303,207985,202476,200811,205484,191053,176023.0
2018-09-04,167743,158814,152347,150110,147734,149865,160401,175980,185697,198073,205199,210853,215296,217607,214662,212134,211189,209703,205233,200673,201519,207832,193367,178011.0
2018-09-05,168381,159908,153502,150909,149093,149537,160318,176056,185826,197130,204598,209334,212966,216011,211978,207705,206551,204818,199981,195942,196707,203192,188998,174253.0
2018-09-06,165369,157074,151063,148246,147329,148202,158136,172624,180595,192290,197667,203012,207588,210268,206334,201592,201469,199780,195026,191114,192371,199284,185186,171238.0
2018-09-07,163143,155200,150159,146035,145674,146694,156926,172028,180115,190941,197097,200547,205117,207073,201373,196831,195017,193561,190163,187288,188419,193944,179651,167502.0
2018-09-08,159929,152286,145956,141074,138870,136809,138470,142194,145723,158815,168174,173108,175171,176465,173466,164938,160103,158066,157312,158352,165013,174268,165240,154276.0
2018-09-09,145830,138679,131791,128495,125752,125134,125838,127728,128651,137713,147517,153511,157510,159666,160674,155243,150586,147973,148021,149727,157820,169903,164414,154134.0
2018-09-10,144214,137118,132089,129541,128968,131160,143990,161461,172327,181970,187560,191298,195274,198085,194615,191234,190338,189231,186559,184164,187366,193506,177831,163909.0
2018-09-11,155241,146830,141945,139159,137633,138922,147265,163024,169529,178380,184384,189297,194469,197518,194400,190533,189383,189058,185793,183962,189755,195416,180468,165716.0
2018-09-12,157434,149655,145543,142709,142057,143900,155420,175077,185166,193802,200737,205198,210154,213322,208954,206239,205434,205165,201636,198135,201467,204504,186511,171914.0
2018-09-13,162733,154629,148291,145411,144410,145654,156356,174808,185679,194808,200566,205226,210666,213498,208689,205941,206291,206761,203493,199566,202879,206084,188736,173563.0
2018-09-14,163745,156489,150048,147409,145770,148101,158700,176736,185832,194875,201406,205933,211352,213714,208748,203628,201644,200616,196870,193604,196604,197904,182256,169015.0
2018-09-15,161773,153894,146639,142659,139158,137333,138686,144012,147939,161379,171465,175905,177594,179744,177058,169478,165538,164817,163511,163081,169692,177204,167117,158264.0
2018-09-16,148587,139769,132945,129801,126601,125629,127262,128955,128902,139085,148591,155472,159053,163578,165062,158452,154678,154231,154266,155514,166202,177075,169303,157714.0
2018-09-17,148255,140326,134803,133359,132686,136523,150170,172433,182153,190307,198029,203224,208708,210585,206615,202962,201968,201561,197951,194630,201605,203271,184728,168740.0
2018-09-18,159221,152244,147201,144445,143571,145367,156275,176888,185969,193459,199684,203341,208766,211488,206256,203084,203070,202739,199142,196040,202433,204263,184851,169194.0
2018-09-19,160530,152140,146985,144529,143826,145843,157601,177405,186611,194239,200196,204592,210136,213080,209009,207119,206536,206887,202769,198283,205215,206965,187823,171740.0
2018-09-20,162796,154460,148287,145756,144098,145376,156278,177243,185744,193993,199864,204486,211337,214101,211001,208603,209575,209685,206505,203229,209268,208918,189187,173180.0
2018-09-21,164612,156366,149232,146870,145389,146656,157403,178058,186852,195534,201331,206736,212512,215353,211258,207663,206691,204997,200749,197696,201729,201162,184659,171008.0
2018-09-22,164009,156198,147945,144048,141470,140070,141050,147115,151718,164841,175066,180324,183719,187360,185902,179757,175963,173485,173291,172642,180105,184410,172713,162552.0
2018-09-23,153182,144442,137196,132774,129510,129376,130127,132478,133040,142618,151491,158515,164212,169088,171317,166716,163996,162446,162745,163750,176030,183311,175581,165250.0
2018-09-24,153051,145704,138763,136689,136302,139399,151985,173469,183730,193082,199403,203301,208539,211843,209332,206843,206866,205781,202170,199724,206633,206285,187806,172419.0
2018-09-25,163594,154784,150176,147293,145173,147214,157827,178746,188235,194447,198654,201825,206761,209297,206322,203687,203810,204002,200269,198090,205950,204464,186146,171010.0
2018-09-26,162050,154293,149245,145554,144797,147261,157600,178770,188435,194182,198724,202572,206198,208071,202721,200533,200507,200472,196005,193891,202916,201074,183056,168108.0
2018-09-27,160378,152401,146243,144789,143559,145605,155796,176233,185479,191709,195535,198112,202205,203766,199278,198276,198033,198010,194594,192306,200909,199761,181870,166824.0
2018-09-28,160984,152745,146606,144396,144161,145296,156190,176173,183084,189309,193706,197533,201772,204312,199036,195472,193514,192637,188927,187127,195617,193368,176874,163603.0
2018-09-29,157099,149169,142723,138807,136443,135376,137476,142721,147031,159640,167877,171885,174576,177667,175066,168401,163578,161424,160540,161066,171582,174102,162686,153264.0
2018-09-30,144415,136347,129836,127469,124114,123730,125153,128353,129018,138372,146740,152353,155775,159030,160500,153968,149749,148528,147999,151018,166771,169889,162277,152002.0
2018-10-01,142626,136289,131832,130064,129539,131991,145770,166597,177402,184424,188635,192183,197389,199246,194493,191453,189681,189630,185424,184655,196466,193500,175946,161396.0
2018-10-02,153729,147481,141600,140901,139825,141298,152261,171788,180435,186648,188684,190900,193631,193345,189077,186666,186174,186375,183873,183660,196975,194556,177206,162518.0
2018-10-03,153622,146680,141657,139702,138458,140616,152150,173191,182112,187914,189522,193571,196284,197155,192535,188383,188560,188300,185665,186047,198611,194563,176409,162265.0
2018-10-04,154376,146714,141595,139763,138551,140044,151647,173000,182426,188125,191870,194469,197540,198179,193255,190303,189934,190248,187281,186072,198323,193973,175973,162378.0
2018-10-05,154653,147489,141612,139433,138465,139602,151006,171880,180462,185708,189002,193089,196672,197659,191708,187007,185032,184275,181969,182113,191998,187566,172629,159940.0
2018-10-06,152498,145660,138396,135279,133253,131985,133809,140276,144856,156142,165601,169897,172556,173841,170410,163119,158414,156815,155966,158353,170947,171339,160181,149730.0
2018-10-07,142664,135019,128836,125348,123449,122336,124255,127224,128384,136849,146457,151568,154019,156458,156382,148141,142734,141728,141862,146330,163571,164766,156795,147267.0
2018-10-08,138618,131872,128753,127524,126974,129242,143042,164523,175841,180795,184250,186029,188477,189141,184253,179670,177979,177249,175584,178461,192208,188951,171330,156518.0
2018-10-09,148529,142031,136768,135098,134800,136600,147649,166673,175538,180551,183610,185616,186683,187738,183253,177728,175836,175812,173739,178156,191444,187980,171550,156519.0
2018-10-10,148014,140764,136536,134275,133202,135652,148989,169726,181066,185836,189292,191456,193951,193698,187910,182521,181690,180909,177744,181608,196525,190768,173522,159008.0
2018-10-11,150401,142962,138447,135791,135017,137761,149206,168610,180645,184534,188087,190232,192964,193416,187390,182843,181394,180437,176510,178780,190529,185956,169465,156733.0
2018-10-12,149264,141761,135444,132614,130267,128248,128149,133141,135448,144304,153497,157632,159329,161094,158861,150896,147235,144583,143729,148773,163698,164288,157908,147733.0
2018-10-13,140174,132664,126300,123881,122111,122859,126452,133621,137941,148501,158904,162593,164832,166782,165748,158720,153837,151042,149733,154048,166318,166258,156040,146784.0
2018-10-14,140055,132738,125566,122428,120105,118940,121847,124420,126297,134185,144007,150581,153534,155645,153724,145701,140188,139245,140637,147489,162674,164917,156359,146891.0
2018-10-15,136732,129133,125390,123350,123431,126942,141066,163354,176371,179532,183781,185467,188028,188038,182761,178557,177794,176877,175552,181135,194462,189827,172943,158433.0
2018-10-16,149256,141282,136254,134487,134897,136623,147672,169067,181678,185444,188221,190014,192122,191479,185860,181027,179842,179006,176875,181892,195928,191280,173421,158945.0
2018-10-17,150691,143338,138260,136276,135043,137170,148848,171356,184264,187143,189502,190842,192975,192726,186839,183915,182478,182072,178999,184695,198788,193140,174595,160210.0
2018-10-18,151603,143375,138197,136934,136156,138056,150488,171284,184626,187849,190557,192745,194015,193342,186685,181727,179610,180093,177704,184810,196348,191027,173883,159810.0
2018-10-19,150719,143562,137965,136111,135754,136721,146963,168560,182071,187215,190467,192423,193963,192135,185688,181329,178117,176939,175146,181691,191000,186284,171244,159045.0
2018-10-20,150315,141245,134545,131001,128343,127072,129209,136700,143817,154997,165042,167730,169266,170248,166571,158192,152053,149038,148636,157571,168700,168602,158299,147773.0
2018-10-21,138029,129898,123530,119692,117849,118599,119414,124235,125938,134153,145399,151244,152717,155718,154920,147329,141201,139146,139230,149009,165197,165421,157061,147208.0
2018-10-22,138211,129813,125545,124023,123983,127276,141437,163917,179084,183151,186912,188333,189332,190063,185053,180526,178308,177180,174945,183595,195933,190893,174011,158088.0
2018-10-23,147837,140010,135062,133452,132725,134927,147130,169065,183192,185704,188208,190048,191533,191394,185934,182252,180315,179217,176236,184767,196642,191256,174613,159645.0
2018-10-24,150039,141914,136929,134440,134744,135822,147219,168885,182378,184157,187826,189666,189325,189587,184182,180212,179121,177713,175869,183886,196989,191136,173202,158424.0
2018-10-25,148105,141200,135948,134093,133541,135512,146619,168514,182569,185118,188259,188728,190762,190747,185584,181838,180127,178778,176202,184931,195504,190451,172951,159356.0
2018-10-26,149671,142361,137127,134507,134415,136532,147301,169798,182785,185881,188412,190694,192061,191905,186185,181141,178474,177119,176675,185876,193179,187834,172517,159332.0
2018-10-27,151122,142630,135484,131571,129091,127597,130444,137952,147016,156676,166647,170033,171163,171657,167697,159585,154322,152503,152996,162613,171486,170986,159844,149866.0
2018-10-28,139480,129934,243069,118217,117404,117765,120249,123751,131127,144076,153018,156178,157263,160430,159564,152053,148075,146985,157515,168994,173574,172243,164048,151315.0
2018-10-29,141567,134646,129426,127649,126301,130750,147477,170817,187251,196812,201953,203449,205025,204476,198757,195588,193806,193248,202211,210198,211965,204792,187575,169935.0
2018-10-30,157187,147823,142046,139833,139140,142715,157925,181429,196762,201610,203990,205924,205847,205346,201013,198706,198238,199421,207326,214248,215450,209625,192172,174241.0
2018-10-31,160514,149954,143653,141783,141057,143745,156336,178367,193832,200871,205841,206523,206193,206460,200865,198955,197247,196129,203178,205284,204699,199067,186089,171310.0
2018-11-01,159593,149167,139736,135799,133324,133050,134536,137505,142803,154745,163612,166157,164563,164827,164076,157236,152502,150922,162621,172252,177255,177220,170553,159830.0
2018-11-02,147266,137104,130062,127272,126694,129396,139461,154353,166362,179036,185585,185814,185502,185828,182315,175942,172488,171166,180601,186657,188957,185931,176067,162747.0
2018-11-03,151683,141870,134989,130730,130396,130914,134272,140002,147429,161568,171558,172276,170628,170308,167413,160371,156027,155590,166030,174173,178717,177102,168878,157848.0
2018-11-04,145964,136591,128817,125306,122833,122965,124726,127507,130621,143021,152426,157678,157285,159396,159304,152420,148499,148852,162190,172643,177906,177314,169786,156315.0
2018-11-05,143889,133906,128432,126018,125887,129308,147437,171946,188027,196999,201550,202526,204570,205894,199448,196872,195501,196627,205310,211358,211833,205461,189843,171897.0
2018-11-06,157426,147772,141063,138967,138238,141581,156447,180995,195843,202389,204703,204474,204012,204256,199069,196135,194839,195814,206798,213296,214835,207973,192882,175424.0
2018-11-07,162592,151310,144139,141634,141181,144950,159367,182741,196235,202208,204521,205213,205450,204164,197497,194058,193152,194258,203573,210061,212001,206939,191669,173777.0
2018-11-08,161097,150090,144338,142015,141276,144363,158136,181882,195988,202192,206187,206442,205576,204815,198432,195832,195404,196742,205761,211350,212423,205796,190941,174125.0
2018-11-09,162932,153388,145903,142461,143036,145533,159194,180302,192752,198789,202213,201027,200895,200038,194743,189879,187729,189304,200749,204267,203552,198592,186245,173008.0
2018-11-10,162214,151210,143969,139345,136819,136575,139105,145361,153406,167529,178155,179467,177870,179035,176013,167943,162834,162756,173406,178768,179718,179851,172260,161012.0
2018-11-11,148854,138441,131808,126479,124411,124806,126379,128864,132133,144019,155017,158974,158494,160543,160724,154089,148986,149003,161663,171317,176933,177310,170708,159331.0
2018-11-12,147249,138253,132300,129878,129369,133791,150390,175403,188216,195239,198714,199831,200942,200605,195106,191695,189803,191166,201535,205879,208301,202613,186861,170652.0
2018-11-13,158130,147246,140651,138017,137325,140393,153718,177934,191841,197935,199594,199635,198731,198590,192705,189144,187283,189567,201015,206703,208752,201807,186176,169156.0
2018-11-14,157229,147323,140743,139002,138423,141616,155548,178000,191603,197427,199332,199249,199506,199594,193261,190176,188381,189094,199706,204450,205651,199780,183764,167133.0
2018-11-15,155987,146499,140247,138085,137401,140721,155122,177972,189443,195497,199129,199554,200223,199270,193327,190203,188984,191088,201033,205702,205783,199100,183709,168258.0
2018-11-16,156639,146887,140264,138052,137750,140426,154409,177638,190906,196497,199429,200120,199786,198047,192272,187515,185003,186018,196210,199577,199385,192534,179939,165830.0
2018-11-17,156545,147066,138750,134994,132674,132377,135033,141632,149041,163551,172696,174080,173104,173211,170115,163520,158561,159634,171497,175499,175845,174035,165965,156134.0
2018-11-18,145187,134895,128008,123640,121320,121546,122717,126453,129793,141530,154610,159572,162535,167201,167273,158784,153388,153529,165952,171925,177158,177826,169539,156143.0
2018-11-19,143006,134615,129512,127923,128612,132737,149729,175524,190708,198446,202842,204009,203903,203625,198005,195169,192996,194741,203798,207766,209804,203485,186602,168805.0
2018-11-20,157134,147204,140917,138190,138078,141827,155426,181169,196046,202898,206797,208141,209128,209406,202058,198007,196866,198686,209533,213466,215975,209615,192543,174503.0
2018-11-21,161501,151245,145379,142321,140572,143819,157455,182920,198981,205031,208969,209163,209148,207586,200753,196342,194304,196655,209295,212911,215352,209761,192578,175122.0
2018-11-22,161168,150369,143365,140896,140154,143942,158591,183903,199098,204361,208309,208834,208507,208635,202818,200216,199750,201856,212055,215261,216462,210181,194622,177217.0
2018-11-23,164309,152745,144883,141872,141749,145251,158573,185131,199719,206844,210949,211077,209831,208277,201301,196052,193458,193916,205649,208756,209088,203804,191434,176396.0
2018-11-24,164241,152078,143065,138238,136213,135114,138029,147128,156355,173240,184477,185813,183283,183270,180271,172366,167495,169344,182408,186599,189182,186193,177566,166902.0
2018-11-25,154391,142912,134792,129632,126706,126113,128641,134151,136984,149046,162822,168951,169282,171918,171027,163427,159267,161122,174349,181381,186808,186668,178698,166136.0
2018-11-26,151901,141127,133530,130790,131091,136159,154453,181363,200306,208576,212707,212983,210477,210097,204060,200190,197495,200198,211924,216345,219567,213928,196886,177381.0
2018-11-27,164040,152523,145646,142078,141761,145411,160101,187200,204589,211535,214830,213116,211293,208196,202408,199653,197351,199966,212577,218186,220342,214171,198784,180039.0
2018-11-28,165221,153334,145831,143767,142691,146273,161674,190172,207302,212116,212701,211216,209446,207090,201207,198877,197671,201653,215872,219649,220849,215383,199362,180530.0
2018-11-29,165906,153563,146202,143139,143444,146569,162052,189559,205652,211502,214030,212482,210665,209343,203374,200805,200496,204826,216326,219781,221071,215259,200477,181795.0
2018-11-30,167616,155890,147776,145340,143729,147181,160751,187893,204236,209547,213139,212160,209862,208482,201710,196802,193864,195831,208122,210558,210898,204948,193287,179507.0
2018-12-01,166431,154353,145366,140929,138974,138720,142022,150780,159925,175359,184915,186497,183255,181795,179336,172343,167372,170953,183104,186373,188798,188052,179671,168026.0
2018-12-02,155170,144091,134901,130050,127277,127677,129903,135602,138848,151253,162595,167831,165701,166843,166752,159634,155222,157520,172156,179711,185676,187808,179336,165513.0
2018-12-03,150731,140790,135164,132247,131776,136491,152774,179783,197765,203985,206422,206642,203607,205156,199934,196757,195503,198220,209057,210962,212408,209413,193297,174819.0
2018-12-04,162403,151038,144028,140441,140203,143713,157940,185826,201501,206349,208134,205291,201443,201568,196847,193310,192098,195521,207396,210562,210588,208827,192690,174024.0
2018-12-05,160607,150306,143330,140957,140373,143855,159249,186880,201749,205799,207368,205522,202416,201090,195617,192556,191031,193467,203185,204693,204990,200755,187813,172913.0
2018-12-06,163032,151792,142967,138084,136540,135975,138998,146447,151667,161983,170537,172411,170796,171580,169812,162254,157572,159051,172265,177711,181045,181334,176072,163992.0
2018-12-07,151329,140716,133962,129908,129682,131965,141838,158429,170202,182476,187847,186624,184084,185314,180991,176253,172889,174933,187224,190796,192047,189244,179126,166817.0
2018-12-08,155956,145105,136909,130917,130310,130404,133506,139770,146195,157860,168668,170540,168168,168726,167596,160898,155357,156272,170054,174994,179089,179372,173864,162615.0
2018-12-09,150903,139670,132026,127426,125455,125955,127122,132078,136124,146880,157284,161560,160355,161705,161796,155936,151637,153569,167628,175235,183163,183760,176676,164091.0
2018-12-10,150051,139786,134364,131629,131640,135670,152817,181319,199825,205665,207764,206900,204127,203836,197910,194760,194125,197974,209334,212923,214707,210486,193896,175414.0
2018-12-11,162866,152160,144117,141784,141022,144398,159036,186948,205516,210077,211171,210699,208491,207781,201659,199997,199946,203996,214859,217434,218392,213253,197451,178885.0
2018-12-12,164451,153334,146284,143422,143652,146449,160962,188826,206015,210680,213567,213248,211645,210119,205478,203464,203654,206957,216730,218846,220156,215048,198886,179592.0
2018-12-13,166222,155156,147270,143478,143435,148021,162384,189217,206241,212186,216440,217552,217486,217334,210693,207654,207763,209334,218822,222394,222877,218102,201354,183638.0
2018-12-14,170807,158576,149973,146768,145489,149388,163157,190183,207838,213392,216138,215709,212857,211322,204100,199603,198179,200030,211498,214232,213926,209551,195967,180988.0
2018-12-15,168859,157663,148271,142315,140618,139464,142240,150869,161535,176373,187606,189373,187060,186746,183502,177114,173087,175377,187323,190409,192440,191015,181713,171074.0
2018-12-16,157940,145813,136405,131350,129009,128266,130690,136371,139932,152531,166540,173374,175625,178695,177321,169866,164340,164368,176973,185177,190716,192110,184829,171162.0
2018-12-17,155125,144013,137722,135115,135563,141049,158787,187440,208140,214944,219455,219135,215271,213856,207404,204013,202899,206730,219073,221975,224608,218700,202028,182438.0
2018-12-18,168410,156053,149883,146243,146491,150107,165867,193699,213178,220253,223242,222075,220093,219182,212237,209842,208750,213862,222612,224530,225830,221284,204608,184222.0
2018-12-19,169787,157254,149105,145158,144867,148009,163701,191581,210824,216073,218152,217107,213710,211777,205914,202209,201493,205678,216976,219744,220134,216644,201485,183381.0
2018-12-20,168939,156401,148383,144154,143638,147465,161717,188614,208798,213416,214225,213123,211600,208826,201509,198587,197465,200859,213241,215771,216865,213329,199644,181933.0
2018-12-21,168290,155721,146541,142593,141439,144720,158425,184243,202451,207398,209728,208373,204918,201394,194118,188960,187110,189952,200698,204134,203690,199187,188075,173311.0
2018-12-22,160570,148029,138920,134473,131374,131126,134496,143701,153704,169435,180040,181272,178140,178580,175864,168636,164230,165751,178609,182210,185406,183772,176524,164990.0
2018-12-23,150965,138333,130325,124770,122176,122130,125320,131565,137364,149803,162920,167120,166640,167127,166111,158863,154844,155077,169375,174760,178886,180264,173398,160720.0
2018-12-24,145734,132994,125334,120802,119279,121098,128821,141655,153496,168441,177222,176887,172989,170281,166638,160786,158001,160309,175032,177784,171308,160999,146354,139805.0
2018-12-25,135396,128747,120831,113758,109872,108901,110626,113760,115273,122308,134951,143744,146904,147331,143317,132937,129744,132342,146020,153260,158606,161631,158359,147150.0
